Frame,Keypoint,X,Y,Confidence
6,Nose,411.02448320388794,-8.302717208862305,0.9974017143249512
6,Left Eye,404.0931062698364,-15.15329360961914,0.9985068440437317
6,Right Eye,401.35567903518677,-13.38369369506836,0.9981396198272705
6,Left Ear,398.59778118133545,-11.812806129455566,0.9980646967887878
6,Right Ear,413.25770139694214,-19.326324462890625,0.9982032775878906
6,Left Shoulder,374.2282671928406,54.331111907958984,0.9998998641967773
6,Right Shoulder,492.6982355117798,37.46915817260742,0.9999135732650757
6,Left Elbow,374.7607307434082,151.08073711395264,0.4780888557434082
6,Right Elbow,528.4678373336792,125.31249046325684,0.6173557043075562
6,Left Wrist,402.2349805831909,226.09617233276367,0.08835779130458832
6,Right Wrist,511.52185440063477,145.3022575378418,0.1143546849489212
6,Left Hip,417.8038215637207,202.68187522888184,0.999086856842041
6,Right Hip,467.5705757141113,195.3925895690918,0.998607337474823
6,Left Knee,409.58800172805786,131.85071468353271,0.10306387394666672
6,Right Knee,463.01103591918945,138.9404010772705,0.05660165473818779
6,Left Ankle,436.7836742401123,177.3568868637085,0.11747469007968903
6,Right Ankle,463.2574415206909,169.59639072418213,0.05053384229540825
7,Nose,423.2610864639282,-7.932604551315308,0.9975855946540833
7,Left Eye,417.9754967689514,-15.18510103225708,0.9986104369163513
7,Right Eye,413.8510208129883,-13.469453752040863,0.9982737898826599
7,Left Ear,409.81413888931274,-11.879531443119049,0.9982036352157593
7,Right Ear,428.5631790161133,-19.11374866962433,0.9983270764350891
7,Left Shoulder,373.6730332374573,57.81054139137268,0.9999006390571594
7,Right Shoulder,495.5857048034668,49.11792039871216,0.9999074339866638
7,Left Elbow,367.74762296676636,151.9667387008667,0.5033017992973328
7,Right Elbow,528.8313045501709,142.1622133255005,0.6198192834854126
7,Left Wrist,391.50231075286865,225.81440448760986,0.11456172913312912
7,Right Wrist,506.05564308166504,170.07086277008057,0.1297742873430252
7,Left Hip,416.96220111846924,202.70606517791748,0.9990985989570618
7,Right Hip,474.04439640045166,196.87734603881836,0.998611330986023
7,Left Knee,412.0956778526306,125.26631355285645,0.10158272087574005
7,Right Knee,469.55344581604004,129.00827407836914,0.056794580072164536
7,Left Ankle,436.935510635376,171.17350101470947,0.1166703850030899
7,Right Ankle,464.9006509780884,162.92070865631104,0.0498758889734745
8,Nose,426.6181163787842,8.602617681026459,0.9977574348449707
8,Left Eye,420.9197783470154,0.09854632196947932,0.9986991286277771
8,Right Eye,416.5420479774475,1.1543681100010872,0.9983928799629211
8,Left Ear,412.2431926727295,2.223248854279518,0.9983260631561279
8,Right Ear,432.2308568954468,-2.222491130232811,0.9984310269355774
8,Left Shoulder,373.99472522735596,67.3729920387268,0.9999021291732788
8,Right Shoulder,496.1418991088867,68.6134672164917,0.9999039769172668
8,Left Elbow,362.54747915267944,160.19979000091553,0.524406373500824
8,Right Elbow,528.5062007904053,164.08644676208496,0.6267144680023193
8,Left Wrist,385.87119722366333,227.0108985900879,0.1293862909078598
8,Right Wrist,501.61240673065186,182.3160696029663,0.1399279683828354
8,Left Hip,415.41775608062744,207.38588333129883,0.9990522861480713
8,Right Hip,475.5058469772339,204.3156337738037,0.9985488057136536
8,Left Knee,414.364706993103,125.85894584655762,0.09767583757638931
8,Right Knee,471.9197483062744,130.05629539489746,0.05834401026368141
8,Left Ankle,427.2806568145752,171.60301208496094,0.11483917385339737
8,Right Ankle,464.9448776245117,169.3493127822876,0.04951993748545647
9,Nose,447.43658447265625,21.703822016716003,0.9979339241981506
9,Left Eye,443.30854511260986,11.960175633430481,0.99878990650177
9,Right Eye,438.8287649154663,12.070523500442505,0.9985120892524719
9,Left Ear,433.7210168838501,12.319903671741486,0.9984517693519592
9,Right Ear,454.4924783706665,12.420608103275299,0.9985371232032776
9,Left Shoulder,377.08462619781494,74.01042938232422,0.99990314245224
9,Right Shoulder,498.8813228607178,91.46426439285278,0.999904215335846
9,Left Elbow,359.8274140357971,163.13977718353271,0.5353560447692871
9,Right Elbow,519.3930854797363,185.8099365234375,0.6419836282730103
9,Left Wrist,380.993857383728,226.99769496917725,0.1461273431777954
9,Right Wrist,502.4998712539673,186.36650562286377,0.17201578617095947
9,Left Hip,411.7839684486389,215.73193073272705,0.9990502595901489
9,Right Hip,474.86640548706055,217.17651844024658,0.9986022114753723
9,Left Knee,413.9075803756714,146.52691841125488,0.09931134432554245
9,Right Knee,476.8921880722046,160.9290361404419,0.07181628048419952
9,Left Ankle,427.59443855285645,180.7097053527832,0.1237054169178009
9,Right Ankle,491.60373973846436,181.58414840698242,0.05939677357673645
10,Nose,460.7795867919922,28.756431341171265,0.9981058835983276
10,Left Eye,456.30228328704834,19.398255944252014,0.9988895058631897
10,Right Eye,451.96023750305176,18.86686384677887,0.9986398220062256
10,Left Ear,447.3681468963623,18.555362820625305,0.9985846877098083
10,Right Ear,467.9631567001343,21.24135196208954,0.998658299446106
10,Left Shoulder,384.3140149116516,77.67075777053833,0.999895453453064
10,Right Shoulder,502.18421936035156,106.31799459457397,0.9999008178710938
10,Left Elbow,358.7870264053345,161.74959182739258,0.5485577583312988
10,Right Elbow,514.2774019241333,200.41332721710205,0.6669095754623413
10,Left Wrist,376.99981212615967,226.9151258468628,0.17924009263515472
10,Right Wrist,531.8197116851807,182.6643991470337,0.22376257181167603
10,Left Hip,407.5415463447571,216.4402198791504,0.9989703297615051
10,Right Hip,473.11048126220703,229.0799903869629,0.9985905885696411
10,Left Knee,415.9047293663025,162.70731925964355,0.09263626486063004
10,Right Knee,465.45325660705566,180.64205646514893,0.0722787007689476
10,Left Ankle,421.77100229263306,181.57997131347656,0.11918125301599503
10,Right Ankle,466.66663360595703,183.69983196258545,0.06133849173784256
11,Nose,470.8514347076416,36.12916588783264,0.9982906579971313
11,Left Eye,465.6882390975952,26.816915273666382,0.9989978671073914
11,Right Eye,461.425498008728,26.010771989822388,0.9987727403640747
11,Left Ear,457.0417022705078,25.402087569236755,0.9987231492996216
11,Right Ear,477.92572689056396,29.632633924484253,0.9987892508506775
11,Left Shoulder,388.7456007003784,83.27488660812378,0.9998995065689087
11,Right Shoulder,505.92488384246826,115.50066232681274,0.9999081492424011
11,Left Elbow,359.6398677825928,161.5635108947754,0.5522732734680176
11,Right Elbow,511.7717981338501,207.92366981506348,0.6918106079101562
11,Left Wrist,375.6079111099243,225.25962352752686,0.19041165709495544
11,Right Wrist,546.657473564148,185.85681438446045,0.26329776644706726
11,Left Hip,406.1955146789551,215.51505088806152,0.9989961385726929
11,Right Hip,472.70167541503906,232.66794204711914,0.9986953139305115
11,Left Knee,410.86124897003174,158.27811241149902,0.08919955044984818
11,Right Knee,489.7199878692627,193.4946870803833,0.08794493228197098
11,Left Ankle,411.47519063949585,185.47332286834717,0.12167763710021973
11,Right Ankle,504.4833984375,201.71801090240479,0.07300172001123428
12,Nose,479.7693967819214,43.02158832550049,0.9984599947929382
12,Left Eye,474.40058517456055,32.52524256706238,0.9990972876548767
12,Right Eye,469.93647384643555,31.097742319107056,0.9988945126533508
12,Left Ear,465.44633197784424,29.911370873451233,0.9988497495651245
12,Right Ear,486.18857860565186,37.454774379730225,0.9989095330238342
12,Left Shoulder,390.6306414604187,85.20451784133911,0.9999082088470459
12,Right Shoulder,507.58249855041504,119.57743406295776,0.9999169707298279
12,Left Elbow,359.99459075927734,161.024808883667,0.5510039925575256
12,Right Elbow,511.28363704681396,209.01110172271729,0.7166755199432373
12,Left Wrist,376.65658807754517,222.96772956848145,0.19035522639751434
12,Right Wrist,553.8300247192383,193.53650093078613,0.29878777265548706
12,Left Hip,406.03945779800415,214.95007038116455,0.9990849494934082
12,Right Hip,471.47960472106934,237.11318492889404,0.9988225102424622
12,Left Knee,415.65996646881104,153.23256969451904,0.09108490496873856
12,Right Knee,512.7063703536987,200.1857614517212,0.1227254644036293
12,Left Ankle,431.1331262588501,186.6212511062622,0.13008743524551392
12,Right Ankle,503.37389087677,238.42397689819336,0.09121173620223999
13,Nose,485.86873149871826,48.13504457473755,0.9986119270324707
13,Left Eye,477.3239917755127,42.550538778305054,0.9991862177848816
13,Right Eye,472.9988784790039,42.11518049240112,0.9990034699440002
13,Left Ear,468.63823223114014,41.72351360321045,0.9989627003669739
13,Right Ear,489.49809646606445,47.96751022338867,0.9990177154541016
13,Left Shoulder,395.6748294830322,87.0758843421936,0.9999080896377563
13,Right Shoulder,508.024209022522,126.15527629852295,0.9999244809150696
13,Left Elbow,363.754234790802,162.69453048706055,0.5214051604270935
13,Right Elbow,509.9489526748657,213.81646156311035,0.7426067590713501
13,Left Wrist,378.52323055267334,207.07993984222412,0.18071283400058746
13,Right Wrist,564.3256902694702,200.68159103393555,0.3556941747665405
13,Left Hip,413.62930631637573,214.34606552124023,0.9991481900215149
13,Right Hip,467.35490131378174,233.355975151062,0.9989275932312012
13,Left Knee,437.2171459197998,187.78183937072754,0.08750037103891373
13,Right Knee,488.0364942550659,220.8497142791748,0.1216118335723877
13,Left Ankle,431.5394048690796,196.70223712921143,0.142178013920784
13,Right Ankle,475.6833095550537,232.51676559448242,0.10851270705461502
14,Nose,479.7922430038452,100.57476997375488,0.9987487196922302
14,Left Eye,483.2525358200073,87.46893882751465,0.9992665648460388
14,Right Eye,484.50099086761475,86.4374041557312,0.9991019368171692
14,Left Ear,477.43882942199707,84.1803789138794,0.999064564704895
14,Right Ear,480.5640106201172,88.82259607315063,0.9991152286529541
14,Left Shoulder,431.1540012359619,97.53820180892944,0.9999101161956787
14,Right Shoulder,478.48914909362793,131.75907611846924,0.9999303221702576
14,Left Elbow,405.22164392471313,177.32688903808594,0.48080745339393616
14,Right Elbow,508.27673053741455,213.61384391784668,0.7633244395256042
14,Left Wrist,406.87124729156494,211.32157802581787,0.17426879703998566
14,Right Wrist,566.7032642364502,209.0739870071411,0.413074254989624
14,Left Hip,433.5942506790161,206.09002590179443,0.9991902709007263
14,Right Hip,442.76695823669434,229.5117473602295,0.9990085363388062
14,Left Knee,447.1890163421631,209.41217422485352,0.07989596575498581
14,Right Knee,449.73616790771484,217.37693309783936,0.11181739717721939
14,Left Ankle,448.5255708694458,213.09279441833496,0.1350017488002777
14,Right Ankle,445.2981376647949,229.26465511322021,0.11067339032888412
15,Nose,485.632586479187,103.45903158187866,0.9988598823547363
15,Left Eye,481.3818244934082,98.93512487411499,0.9993304014205933
15,Right Eye,479.6245355606079,97.28208303451538,0.999180793762207
15,Left Ear,476.4459285736084,95.53958415985107,0.9991427063941956
15,Right Ear,485.15544414520264,103.14978361129761,0.9991979002952576
15,Left Shoulder,413.9685626029968,97.75999546051025,0.9999010562896729
15,Right Shoulder,481.81474018096924,154.87102031707764,0.9999333024024963
15,Left Elbow,397.9121923446655,175.71192741394043,0.436261922121048
15,Right Elbow,507.05829906463623,240.39250373840332,0.7814577221870422
15,Left Wrist,421.4728136062622,200.86310863494873,0.16225102543830872
15,Right Wrist,572.9393224716187,216.00631713867188,0.46572425961494446
15,Left Hip,428.06041049957275,197.52679824829102,0.9992311596870422
