Frame,Keypoint,X,Y,Confidence
1,Nose,239.26669120788574,196.74696922302246,0.9993281364440918
1,Left Eye,233.82938146591187,196.5956211090088,0.9995299577713013
1,Right Eye,232.14634895324707,196.30502700805664,0.9993051290512085
1,Left Ear,230.47189950942993,195.96048831939697,0.9995549321174622
1,Right Ear,238.11046600341797,198.60740661621094,0.999725878238678
1,Left Shoulder,222.19709157943726,210.403733253479,0.9995635151863098
1,Right Shoulder,261.2587022781372,234.03891563415527,0.9986855387687683
1,Left Elbow,242.69843816757202,204.43745613098145,0.37196972966194153
1,Right Elbow,292.50879764556885,239.06441688537598,0.789806604385376
1,Left Wrist,268.71631622314453,194.67387199401855,0.6182434558868408
1,Right Wrist,297.66632080078125,226.82570457458496,0.8521448969841003
1,Left Hip,259.72808361053467,253.9646816253662,0.9997770190238953
1,Right Hip,277.05034732818604,266.9462299346924,0.9998020529747009
1,Left Knee,284.67992305755615,212.58297443389893,0.20679235458374023
1,Right Knee,305.30357837677,227.30708599090576,0.5328988432884216
1,Left Ankle,306.9116806983948,226.41293048858643,0.09308452904224396
1,Right Ankle,317.1599507331848,230.23211002349854,0.1589449793100357
2,Nose,238.62823963165283,195.13777256011963,0.9993722438812256
2,Left Eye,233.49655151367188,195.8001708984375,0.9995614290237427
2,Right Eye,231.67569637298584,195.67810535430908,0.9993506669998169
2,Left Ear,229.7830867767334,195.69022178649902,0.9995822906494141
2,Right Ear,238.01356315612793,197.06904888153076,0.9997454285621643
2,Left Shoulder,218.44858646392822,214.15021419525146,0.9995861649513245
2,Right Shoulder,261.46501779556274,229.0713357925415,0.9987966418266296
2,Left Elbow,227.8218126296997,207.38280773162842,0.3608013689517975
2,Right Elbow,289.3388342857361,239.61336135864258,0.783308207988739
2,Left Wrist,250.42961597442627,192.84986972808838,0.6250847578048706
2,Right Wrist,300.4905366897583,228.11644077301025,0.8411993384361267
2,Left Hip,257.47882604599,253.9775562286377,0.9997925162315369
2,Right Hip,277.3821473121643,262.1739864349365,0.9998196363449097
2,Left Knee,280.2651572227478,212.61958122253418,0.1985740065574646
2,Right Knee,305.2044653892517,223.6223602294922,0.5343191623687744
2,Left Ankle,300.14472484588623,226.41639232635498,0.0957685112953186
2,Right Ankle,317.0439076423645,230.37371635437012,0.17287783324718475
3,Nose,238.34448337554932,195.22995471954346,0.9993804693222046
3,Left Eye,233.35793495178223,195.8190393447876,0.9995672702789307
3,Right Eye,231.62595748901367,195.7073450088501,0.9993555545806885
3,Left Ear,229.78227138519287,195.73638439178467,0.999576985836029
3,Right Ear,237.60282039642334,196.9339656829834,0.9997507929801941
3,Left Shoulder,218.8850998878479,215.65821647644043,0.9995834231376648
3,Right Shoulder,261.0835862159729,222.53836154937744,0.9988974928855896
3,Left Elbow,232.16327905654907,208.2110595703125,0.3402553200721741
3,Right Elbow,288.8645553588867,230.64177989959717,0.7786633372306824
3,Left Wrist,256.56432151794434,192.96927452087402,0.6079139113426208
3,Right Wrist,302.76262521743774,222.14422702789307,0.8239077925682068
3,Left Hip,257.6494359970093,254.2533302307129,0.9998036026954651
3,Right Hip,279.1023874282837,258.1321907043457,0.9998346567153931
