Frame,Keypoint,X,Y,Confidence
1,Nose,520.890861749649,233.61649990081787,0.9975995421409607
1,Left Eye,529.5449316501617,214.6275544166565,0.9973660111427307
1,Right Eye,534.1890722513199,213.4804916381836,0.9979185461997986
1,Left Ear,539.7235870361328,212.31366634368896,0.9986122846603394
1,Right Ear,525.2838224172592,215.4626977443695,0.9953998923301697
1,Left Shoulder,660.783463716507,321.3490676879883,0.9999760389328003
1,Right Shoulder,568.402749300003,316.17756485939026,0.9985622763633728
1,Left Elbow,658.3944022655487,479.3147850036621,0.9976617097854614
1,Right Elbow,557.541298866272,451.282879114151,0.2556065022945404
1,Left Wrist,575.9673237800598,600.9846138954163,0.9954434633255005
1,Right Wrist,514.1099214553833,558.7395000457764,0.48591819405555725
1,Left Hip,637.8088593482971,581.1173629760742,0.9990948438644409
1,Right Hip,589.4152522087097,573.749098777771,0.9964929223060608
1,Left Knee,604.8252820968628,728.9363479614258,0.7507412433624268
1,Right Knee,579.1644752025604,694.555299282074,0.17771868407726288
1,Left Ankle,608.1973612308502,845.260899066925,0.6809799671173096
1,Right Ankle,584.6108376979828,833.0882835388184,0.1496189534664154
2,Nose,520.9883570671082,234.24893260002136,0.997416079044342
2,Left Eye,529.550176858902,215.77860832214355,0.9971631169319153
2,Right Eye,534.2930912971497,214.89914417266846,0.9977750778198242
2,Left Ear,540.0635421276093,214.00212228298187,0.9985044002532959
2,Right Ear,524.9941557645798,216.59303963184357,0.9949251413345337
2,Left Shoulder,665.2366459369659,320.4207766056061,0.9999769330024719
2,Right Shoulder,570.6568777561188,318.44899892807007,0.9985364079475403
2,Left Elbow,657.5725436210632,479.3220591545105,0.9975535273551941
2,Right Elbow,554.2935311794281,451.9185948371887,0.25340187549591064
2,Left Wrist,573.060953617096,601.6341376304626,0.9951679110527039
2,Right Wrist,514.1032010316849,557.2367119789124,0.478274941444397
2,Left Hip,638.8186931610107,574.9504923820496,0.9991118907928467
2,Right Hip,589.409613609314,565.5357456207275,0.9964805245399475
2,Left Knee,604.7553241252899,728.9014577865601,0.7520878911018372
2,Right Knee,578.8947403430939,694.0685749053955,0.17542141675949097
2,Left Ankle,608.1999838352203,849.9421048164368,0.682183027267456
2,Right Ankle,587.369030714035,823.9469289779663,0.15080954134464264
3,Nose,522.7648437023163,235.77898263931274,0.9974386692047119
3,Left Eye,531.3152551651001,217.18857049942017,0.9971713423728943
3,Right Eye,536.8307560682297,216.43888235092163,0.9977903962135315
3,Left Ear,543.475091457367,215.64303874969482,0.9984979033470154
3,Right Ear,525.527822971344,218.10279607772827,0.994916558265686
3,Left Shoulder,671.3229238986969,319.70446586608887,0.9999775886535645
3,Right Shoulder,571.3118076324463,319.6658742427826,0.9985483884811401
3,Left Elbow,657.802152633667,479.01944160461426,0.9975331425666809
3,Right Elbow,552.0694315433502,452.9484021663666,0.25779080390930176
3,Left Wrist,574.0964889526367,601.1957573890686,0.9951590895652771
3,Right Wrist,514.1122490167618,556.3339447975159,0.48200610280036926
3,Left Hip,643.86425614357,568.3280539512634,0.999121367931366
3,Right Hip,590.2630090713501,563.2758021354675,0.9965046048164368
3,Left Knee,606.3439011573792,728.97780418396,0.7647560238838196
3,Right Knee,578.5193800926208,694.2827439308167,0.18663392961025238
3,Left Ankle,609.4851911067963,855.7822179794312,0.7019901871681213
3,Right Ankle,589.9656057357788,824.7757315635681,0.17247380316257477
4,Nose,525.0155627727509,236.94255709648132,0.9969080090522766
4,Left Eye,533.8692784309387,217.97945737838745,0.9965541362762451
4,Right Eye,539.9017930030823,217.34261512756348,0.9973496794700623
4,Left Ear,547.0035433769226,216.63491427898407,0.9981332421302795
4,Right Ear,527.1846860647202,218.72235417366028,0.993546187877655
4,Left Shoulder,674.4362831115723,319.3788993358612,0.9999775886535645
4,Right Shoulder,571.4635908603668,321.5100967884064,0.9984455704689026
4,Left Elbow,657.645058631897,479.00267243385315,0.9973049163818359
4,Right Elbow,551.128900051117,454.0024137496948,0.255889892578125
4,Left Wrist,574.7737109661102,601.1304831504822,0.9947802424430847
4,Right Wrist,514.0689104795456,556.244466304779,0.47522595524787903
4,Left Hip,652.3679196834564,562.8106427192688,0.9990730881690979
4,Right Hip,590.3117895126343,562.7338457107544,0.9962145686149597
4,Left Knee,609.9088728427887,721.3505673408508,0.7624759674072266
4,Right Knee,576.2731850147247,684.3796634674072,0.18076114356517792
4,Left Ankle,609.6442520618439,841.6894841194153,0.7000534534454346
4,Right Ankle,580.2269577980042,810.4665112495422,0.17220361530780792
5,Nose,524.7503519058228,236.937455534935,0.9966802597045898
5,Left Eye,533.5951507091522,217.95950174331665,0.9963250160217285
5,Right Eye,539.8309826850891,217.32346415519714,0.9971913695335388
5,Left Ear,546.6706037521362,216.61359071731567,0.9980142712593079
5,Right Ear,526.26011967659,218.69235634803772,0.9930288195610046
5,Left Shoulder,673.5658407211304,318.91724824905396,0.9999776482582092
5,Right Shoulder,571.4529693126678,321.4362931251526,0.998355507850647
5,Left Elbow,657.5965404510498,479.00209307670593,0.9972048997879028
5,Right Elbow,550.974428653717,454.0493416786194,0.25220271944999695
5,Left Wrist,574.243813753128,601.0367560386658,0.994466245174408
5,Right Wrist,513.6248707771301,555.7359838485718,0.4625144302845001
5,Left Hip,650.8341550827026,563.4969878196716,0.9990448355674744
5,Right Hip,589.1664326190948,561.9532585144043,0.9960281848907471
5,Left Knee,610.1583480834961,721.9527769088745,0.7547077536582947
5,Right Knee,576.3099014759064,684.4617390632629,0.17670844495296478
5,Left Ankle,609.350323677063,845.3611922264099,0.6900226473808289
5,Right Ankle,590.0874257087708,813.5389709472656,0.16882656514644623
6,Nose,524.6860980987549,238.72111916542053,0.9960277676582336
6,Left Eye,533.4990322589874,219.02959048748016,0.9955407977104187
6,Right Eye,539.6832317113876,218.44527661800385,0.9966397285461426
6,Left Ear,546.5456038713455,217.70640313625336,0.9975983500480652
6,Right Ear,526.2498915195465,219.54243421554565,0.9915989637374878
6,Left Shoulder,672.6106882095337,317.93227672576904,0.9999767541885376
6,Right Shoulder,571.0150599479675,321.66645884513855,0.9982624053955078
6,Left Elbow,656.5781831741333,478.99559140205383,0.9970384240150452
6,Right Elbow,549.8776882886887,454.15945172309875,0.2534182071685791
6,Left Wrist,572.9954540729523,601.2571048736572,0.9940225481987
6,Right Wrist,512.3977541923523,551.7527103424072,0.4562673568725586
6,Left Hip,649.8626112937927,562.0690655708313,0.9989124536514282
6,Right Hip,589.1674816608429,561.6062235832214,0.9956061244010925
6,Left Knee,609.1678559780121,721.3944053649902,0.7504197955131531
6,Right Knee,575.1446783542633,685.4627394676208,0.17457816004753113
6,Left Ankle,608.1365823745728,847.148187160492,0.6853820085525513
6,Right Ankle,592.9855346679688,828.5252022743225,0.1681745946407318
7,Nose,525.2167820930481,238.66200864315033,0.9956653118133545
7,Left Eye,534.5843642950058,218.98647665977478,0.9951024055480957
7,Right Eye,540.8629775047302,218.3931666612625,0.9963399767875671
7,Left Ear,547.9036867618561,217.67012894153595,0.9973774552345276
7,Right Ear,527.3457795381546,219.46673154830933,0.9907602071762085
7,Left Shoulder,671.4045524597168,317.78907895088196,0.9999768137931824
7,Right Shoulder,570.9572970867157,321.7386853694916,0.9982039332389832
7,Left Elbow,656.4060091972351,478.89455795288086,0.9969335794448853
7,Right Elbow,550.0060319900513,454.0385913848877,0.2509475648403168
7,Left Wrist,572.7851867675781,601.2557530403137,0.9937307834625244
7,Right Wrist,512.4879717826843,551.5110540390015,0.44898521900177
7,Left Hip,650.455778837204,559.7898101806641,0.9988957047462463
7,Right Hip,589.4074499607086,559.4936943054199,0.9954824447631836
7,Left Knee,607.3814690113068,721.3210201263428,0.7592521905899048
7,Right Knee,572.54279255867,685.2383995056152,0.1772269904613495
7,Left Ankle,608.0823600292206,850.30433177948,0.6993679404258728
7,Right Ankle,592.3529624938965,827.6839113235474,0.17704461514949799
8,Nose,526.6316443681717,239.64543521404266,0.9948092103004456
8,Left Eye,535.9678864479065,219.5567089319229,0.9940460324287415
8,Right Eye,542.5668179988861,218.98557543754578,0.995600163936615
8,Left Ear,550.0340282917023,218.2238334417343,0.9968133568763733
8,Right Ear,528.3231258392334,219.97936606407166,0.9885647296905518
8,Left Shoulder,671.0201442241669,317.6541209220886,0.9999768137931824
8,Right Shoulder,570.9089756011963,322.5582182407379,0.998092532157898
8,Left Elbow,655.839592218399,479.0924084186554,0.9967603087425232
8,Right Elbow,549.6517181396484,453.9367210865021,0.2505793571472168
8,Left Wrist,571.4140892028809,601.3366055488586,0.9933182001113892
8,Right Wrist,512.1271342039108,550.4433631896973,0.44295671582221985
8,Left Hip,650.2341032028198,561.0296988487244,0.9988771677017212
8,Right Hip,588.9489531517029,559.6576523780823,0.9952378273010254
8,Left Knee,606.1151444911957,721.5183234214783,0.7572433352470398
8,Right Knee,571.0425317287445,684.9861216545105,0.17343159019947052
8,Left Ankle,608.0263018608093,852.7156162261963,0.6951630115509033
8,Right Ankle,590.9020066261292,825.1559829711914,0.17329205572605133
9,Nose,524.737074971199,239.83079731464386,0.9944600462913513
9,Left Eye,533.4875583648682,219.70907986164093,0.9935960173606873
9,Right Eye,540.0778353214264,219.11029815673828,0.9952936768531799
9,Left Ear,547.6223796606064,218.32159996032715,0.996599555015564
9,Right Ear,525.8345365524292,220.07195055484772,0.987565279006958
9,Left Shoulder,668.4684157371521,317.65119194984436,0.9999771118164062
9,Right Shoulder,570.7090020179749,322.1496105194092,0.9980204701423645
9,Left Elbow,655.1988899707794,479.3643522262573,0.9967870712280273
9,Right Elbow,548.8820821046829,453.56647968292236,0.2520539164543152
9,Left Wrist,569.54745054245,602.6398372650146,0.9933850765228271
9,Right Wrist,509.5995008945465,549.6626472473145,0.4410988688468933
9,Left Hip,645.2510893344879,561.1657190322876,0.9988282322883606
9,Right Hip,587.446266412735,559.9894952774048,0.9949922561645508
9,Left Knee,605.8154463768005,721.6143679618835,0.7544758915901184
9,Right Knee,571.2303102016449,685.319573879242,0.17284519970417023
9,Left Ankle,607.4978470802307,852.5824284553528,0.6919365525245667
9,Right Ankle,590.7139658927917,826.2816095352173,0.172147735953331
10,Nose,520.3212320804596,238.85245621204376,0.9942319393157959
10,Left Eye,528.4805804491043,218.59438061714172,0.9933210611343384
10,Right Eye,534.8227590322495,218.0809897184372,0.9951043725013733
10,Left Ear,542.4262791872025,217.44627177715302,0.9964475035667419
10,Right Ear,521.3501125574112,219.00265038013458,0.9871315360069275
10,Left Shoulder,666.5237545967102,317.589168548584,0.999975323677063
10,Right Shoulder,568.8676059246063,322.6823616027832,0.9979429244995117
10,Left Elbow,653.6312937736511,480.07383942604065,0.9967281222343445
10,Right Elbow,547.6209044456482,454.662880897522,0.25536730885505676
10,Left Wrist,568.2302474975586,602.6377129554749,0.9931579828262329
10,Right Wrist,506.60865008831024,549.8078083992004,0.4404006004333496
10,Left Hip,639.7956788539886,561.6608762741089,0.9986633658409119
10,Right Hip,583.6505055427551,560.1761770248413,0.9946393370628357
10,Left Knee,601.2811601161957,722.1010279655457,0.7518194317817688
10,Right Knee,571.2191641330719,692.3897910118103,0.1731732189655304
10,Left Ankle,606.5558075904846,853.9046502113342,0.6861671209335327
10,Right Ankle,590.5701816082001,833.8605666160583,0.17169305682182312
11,Nose,520.3776836395264,238.43927800655365,0.9940089583396912
11,Left Eye,529.5606017112732,218.4733110666275,0.9930511713027954
11,Right Eye,535.9824746847153,218.01317274570465,0.9949321746826172
11,Left Ear,543.4272617101669,217.43032336235046,0.9963095188140869
11,Right Ear,522.6860344409943,218.6892020702362,0.986489474773407
11,Left Shoulder,664.0831589698792,318.6105751991272,0.9999757409095764
11,Right Shoulder,569.5226013660431,322.63675332069397,0.9978885054588318
11,Left Elbow,652.2166609764099,482.1734941005707,0.9966914057731628
11,Right Elbow,547.6652264595032,454.7136390209198,0.2552295923233032
11,Left Wrist,566.9251084327698,603.0630898475647,0.9930862784385681
11,Right Wrist,505.69745898246765,549.9207186698914,0.43748435378074646
11,Left Hip,637.2769951820374,561.8825125694275,0.9986608028411865
11,Right Hip,582.1236252784729,559.846715927124,0.9944073557853699
11,Left Knee,599.1251826286316,721.0373282432556,0.7489165663719177
11,Right Knee,566.3581013679504,690.5961012840271,0.1688244640827179
11,Left Ankle,603.5545647144318,853.66614818573,0.6816309690475464
11,Right Ankle,584.9911153316498,832.2679138183594,0.16642673313617706
12,Nose,520.449510216713,238.2662272453308,0.9936814904212952
12,Left Eye,530.4188162088394,218.41350853443146,0.9926369190216064
12,Right Eye,536.9600832462311,217.98460721969604,0.9946450591087341
12,Left Ear,544.4125413894653,217.41880059242249,0.9961076378822327
12,Right Ear,523.4377384185791,218.49667847156525,0.9855957627296448
12,Left Shoulder,664.4218683242798,319.89697337150574,0.9999764561653137
12,Right Shoulder,570.1313078403473,322.10203886032104,0.9978746175765991
12,Left Elbow,652.296781539917,482.4583125114441,0.9967039227485657
12,Right Elbow,547.7692782878876,454.7006034851074,0.2543621063232422
12,Left Wrist,566.9725120067596,603.0554938316345,0.9931308627128601
12,Right Wrist,505.94618022441864,549.8304677009583,0.4359968900680542
