Frame,Keypoint,X,Y,Confidence
1,Nose,1297.5706100463867,252.35371470451355,0.999955415725708
1,Left Eye,1301.9742965698242,236.7007076740265,0.9998663663864136
1,Right Eye,1306.0062789916992,236.88745379447937,0.9998582601547241
1,Left Ear,1309.7837448120117,236.95314645767212,0.999848484992981
1,Right Ear,1288.8190841674805,235.6544530391693,0.9998270869255066
1,Left Shoulder,1366.7460250854492,336.4696455001831,0.9999681711196899
1,Right Shoulder,1212.945556640625,331.31571650505066,0.999855637550354
1,Left Elbow,1409.384880065918,439.1340172290802,0.9709623456001282
1,Right Elbow,1200.7111358642578,433.779501914978,0.9919326901435852
1,Left Wrist,1440.0128173828125,541.347005367279,0.9752464890480042
1,Right Wrist,1224.3002700805664,532.9382479190826,0.9666110277175903
1,Left Hip,1361.9850540161133,558.7573313713074,0.9999560117721558
1,Right Hip,1260.7695007324219,562.2264575958252,0.9998917579650879
1,Left Knee,1389.349365234375,680.4302501678467,0.9507908225059509
1,Right Knee,1264.4286346435547,716.8776726722717,0.9612295627593994
1,Left Ankle,1378.1232833862305,788.3642935752869,0.78537917137146
1,Right Ankle,1283.3014297485352,763.8409423828125,0.696361780166626
2,Nose,1295.6486892700195,249.7835898399353,0.9999586939811707
2,Left Eye,1300.4485702514648,235.5669218301773,0.9998733997344971
2,Right Eye,1304.8404693603516,235.94752728939056,0.9998660683631897
2,Left Ear,1308.9839172363281,236.24602496623993,0.9998562932014465
2,Right Ear,1286.8774795532227,234.52789306640625,0.9998365640640259
2,Left Shoulder,1366.7987823486328,336.44206166267395,0.9999679327011108
2,Right Shoulder,1215.0647735595703,330.6085789203644,0.9998654723167419
2,Left Elbow,1408.6208724975586,437.668662071228,0.9717607498168945
2,Right Elbow,1201.2253189086914,433.67891907691956,0.9924255013465881
2,Left Wrist,1440.314712524414,537.1210777759552,0.9755825400352478
2,Right Wrist,1224.0922164916992,530.8329927921295,0.9690641164779663
2,Left Hip,1360.7535552978516,538.4420764446259,0.9999531507492065
2,Right Hip,1261.0810089111328,545.16934633255,0.99989253282547
2,Left Knee,1385.9740447998047,651.9246554374695,0.942980170249939
2,Right Knee,1264.1302871704102,654.345531463623,0.9584226012229919
2,Left Ankle,1381.0680770874023,789.2483282089233,0.7904688715934753
2,Right Ankle,1279.9025344848633,765.723659992218,0.7138173580169678
3,Nose,1296.3140487670898,250.31085312366486,0.9999623894691467
3,Left Eye,1300.4546356201172,236.99466705322266,0.9998850226402283
3,Right Eye,1304.7556686401367,237.2510325908661,0.9998784065246582
3,Left Ear,1308.7810134887695,237.4292814731598,0.9998694658279419
3,Right Ear,1286.9070053100586,236.49405419826508,0.999851405620575
3,Left Shoulder,1366.973648071289,338.29001784324646,0.9999701976776123
3,Right Shoulder,1215.62255859375,335.16541600227356,0.9998734593391418
3,Left Elbow,1409.3841934204102,439.7810626029968,0.9727046489715576
3,Right Elbow,1201.2556457519531,436.91932797431946,0.9928085803985596
3,Left Wrist,1441.7143249511719,537.257741689682,0.9767650961875916
3,Right Wrist,1224.1306686401367,530.9229862689972,0.971036434173584
3,Left Hip,1360.17333984375,541.0781192779541,0.9999569058418274
3,Right Hip,1261.0719680786133,548.0707025527954,0.9998987913131714
3,Left Knee,1393.6174392700195,649.4822788238525,0.9450438022613525
3,Right Knee,1257.4559783935547,672.9513931274414,0.9568182229995728
3,Left Ankle,1381.611328125,791.7222476005554,0.7988155484199524
3,Right Ankle,1279.065284729004,765.4419636726379,0.6988905072212219
4,Nose,1296.8365859985352,254.75482821464539,0.9999649524688721
4,Left Eye,1300.3033447265625,241.39469146728516,0.9998928308486938
4,Right Eye,1304.4147491455078,241.30022406578064,0.9998867511749268
4,Left Ear,1308.2544708251953,241.1329346895218,0.9998781681060791
4,Right Ear,1286.8708419799805,242.2327959537506,0.9998612999916077
4,Left Shoulder,1367.3517608642578,345.0310957431793,0.9999716877937317
4,Right Shoulder,1215.871696472168,346.67917370796204,0.9998789429664612
4,Left Elbow,1409.4849014282227,445.3684151172638,0.9737937450408936
4,Right Elbow,1202.1185302734375,449.5416533946991,0.9930598735809326
4,Left Wrist,1442.0439147949219,537.3537540435791,0.9778106808662415
4,Right Wrist,1225.686264038086,537.6558244228363,0.9727311134338379
4,Left Hip,1359.5934677124023,545.0904250144958,0.9999590516090393
4,Right Hip,1260.559959411621,555.9391450881958,0.9999024271965027
4,Left Knee,1398.3515167236328,667.8928971290588,0.9473466873168945
4,Right Knee,1253.8727188110352,696.5656042098999,0.9579307436943054
4,Left Ankle,1381.5470123291016,791.9208383560181,0.806681752204895
4,Right Ankle,1278.134880065918,765.9159421920776,0.6986862421035767
5,Nose,1297.40478515625,266.33892953395844,0.9999676942825317
5,Left Eye,1300.3508377075195,252.848179936409,0.9999014735221863
5,Right Eye,1304.4668197631836,252.61770844459534,0.9998958706855774
5,Left Ear,1308.3422470092773,252.44016766548157,0.9998879432678223
5,Right Ear,1286.9451141357422,254.57886457443237,0.9998722672462463
5,Left Shoulder,1367.886085510254,353.5075092315674,0.9999739527702332
5,Right Shoulder,1217.9339218139648,358.67276787757874,0.9998877048492432
5,Left Elbow,1409.5658111572266,455.23499608039856,0.975210428237915
5,Right Elbow,1202.9458236694336,460.9838283061981,0.9933801889419556
5,Left Wrist,1442.080078125,543.4821939468384,0.9790627360343933
5,Right Wrist,1225.9325408935547,544.6195363998413,0.9743812084197998
5,Left Hip,1359.8890686035156,553.9556837081909,0.9999620318412781
5,Right Hip,1260.7125091552734,563.6347460746765,0.9999086260795593
5,Left Knee,1402.8386306762695,686.9357228279114,0.9493929743766785
5,Right Knee,1252.9791641235352,722.0122575759888,0.9583562612533569
5,Left Ankle,1384.423484802246,789.4680333137512,0.8011389374732971
5,Right Ankle,1278.1692123413086,764.3724060058594,0.6759204268455505
6,Nose,1297.7989196777344,278.8485860824585,0.9999683499336243
6,Left Eye,1300.3737258911133,264.59905564785004,0.9999071955680847
6,Right Eye,1304.4877624511719,264.45828795433044,0.9999013543128967
6,Left Ear,1308.380012512207,264.3744260072708,0.9998946189880371
6,Right Ear,1286.9730377197266,266.63116693496704,0.9998801946640015
6,Left Shoulder,1367.9350662231445,363.6691439151764,0.9999755024909973
6,Right Shoulder,1217.875099182129,368.2311952114105,0.9998958706855774
6,Left Elbow,1409.7054290771484,468.6799120903015,0.9756757020950317
6,Right Elbow,1203.167839050293,470.30195116996765,0.9929678440093994
6,Left Wrist,1442.105484008789,560.8887219429016,0.9791582822799683
6,Right Wrist,1225.9928512573242,553.3147859573364,0.9738588929176331
6,Left Hip,1361.6729736328125,569.5506906509399,0.9999649524688721
6,Right Hip,1260.7818603515625,578.6874103546143,0.9999161958694458
6,Left Knee,1401.4479446411133,738.879725933075,0.9522774815559387
6,Right Knee,1253.6230087280273,756.2035989761353,0.9596070051193237
6,Left Ankle,1378.8492965698242,753.233814239502,0.7523301839828491
6,Right Ankle,1277.9158401489258,742.8635787963867,0.6294227242469788
7,Nose,1298.1890487670898,290.4245924949646,0.9999688267707825
7,Left Eye,1300.4711151123047,276.5714228153229,0.9999130368232727
7,Right Eye,1304.6167373657227,276.29069209098816,0.9999070167541504
7,Left Ear,1308.5466384887695,276.063551902771,0.9999013543128967
7,Right Ear,1286.9669723510742,279.12638783454895,0.9998883605003357
7,Left Shoulder,1367.7293014526367,376.36070251464844,0.9999763369560242
7,Right Shoulder,1217.376594543457,381.6465961933136,0.9999017119407654
7,Left Elbow,1409.7010803222656,481.984623670578,0.9745165705680847
7,Right Elbow,1203.2874298095703,485.14543533325195,0.9905966520309448
7,Left Wrist,1442.0451736450195,578.9633131027222,0.9772406220436096
7,Right Wrist,1226.0910415649414,569.2309498786926,0.970350444316864
7,Left Hip,1362.2408294677734,587.9455375671387,0.9999678134918213
7,Right Hip,1259.7970962524414,599.915828704834,0.9999232888221741
7,Left Knee,1401.1244201660156,755.0499057769775,0.9532978534698486
7,Right Knee,1255.795669555664,787.7898931503296,0.9591565132141113
7,Left Ankle,1373.9125442504883,728.1493878364563,0.6927582621574402
7,Right Ankle,1276.9465255737305,721.1031174659729,0.5758751630783081
8,Nose,1296.6703033447266,303.10990691185,0.9999707937240601
8,Left Eye,1299.3214416503906,288.5303199291229,0.999920129776001
8,Right Eye,1303.696517944336,288.2058799266815,0.9999144077301025
8,Left Ear,1307.9063415527344,288.01762104034424,0.9999093413352966
8,Right Ear,1284.6940612792969,291.3842976093292,0.9998972415924072
8,Left Shoulder,1367.4675750732422,389.3371117115021,0.9999779462814331
8,Right Shoulder,1216.344223022461,394.4856011867523,0.9999076128005981
8,Left Elbow,1409.5429229736328,494.9739718437195,0.9745728969573975
8,Right Elbow,1203.0698776245117,499.69698786735535,0.9893158674240112
8,Left Wrist,1440.8048629760742,590.8429670333862,0.9770745635032654
8,Right Wrist,1226.1045455932617,586.0292172431946,0.9674772024154663
8,Left Hip,1361.9985580444336,601.3371205329895,0.9999706745147705
8,Right Hip,1258.6993789672852,611.1289644241333,0.9999298453330994
8,Left Knee,1400.5413436889648,745.0453090667725,0.954475998878479
8,Right Knee,1255.9335708618164,782.0787835121155,0.9602949023246765
8,Left Ankle,1371.0820770263672,730.3467607498169,0.6490816473960876
8,Right Ankle,1276.1821746826172,720.3336668014526,0.5303523540496826
9,Nose,1296.9078826904297,310.78696846961975,0.9999714493751526
9,Left Eye,1299.3468475341797,298.56462478637695,0.9999250173568726
9,Right Eye,1303.6940002441406,298.4892439842224,0.9999194741249084
9,Left Ear,1307.863655090332,298.4752106666565,0.9999150633811951
9,Right Ear,1284.7438430786133,300.671843290329,0.9999024868011475
9,Left Shoulder,1366.6825103759766,404.1965925693512,0.9999788403511047
9,Right Shoulder,1214.1954803466797,407.77479887008667,0.9999061226844788
9,Left Elbow,1409.3072891235352,511.1162781715393,0.9746041893959045
9,Right Elbow,1202.2462463378906,513.6656427383423,0.9875088930130005
9,Left Wrist,1438.674201965332,604.361686706543,0.9764658212661743
9,Right Wrist,1225.5295944213867,602.5862145423889,0.9627308249473572
9,Left Hip,1357.2997283935547,614.3410491943359,0.9999731183052063
9,Right Hip,1254.7391510009766,622.0906591415405,0.9999351501464844
9,Left Knee,1399.4627380371094,746.5416598320007,0.9552246928215027
9,Right Knee,1252.6106643676758,786.7303776741028,0.961061954498291
9,Left Ankle,1369.284896850586,724.3890380859375,0.6038904786109924
9,Right Ankle,1272.209243774414,715.0849485397339,0.48459360003471375
10,Nose,1290.5891418457031,323.0442988872528,0.9999727010726929
10,Left Eye,1295.8858108520508,312.3429608345032,0.999930202960968
10,Right Eye,1301.2002182006836,312.8156518936157,0.9999249577522278
10,Left Ear,1306.1896133422852,313.3222031593323,0.9999210238456726
10,Right Ear,1279.8462295532227,313.2665526866913,0.9999082088470459
10,Left Shoulder,1364.945411682129,418.0504381656647,0.9999788999557495
10,Right Shoulder,1211.9183349609375,418.1564927101135,0.9999045729637146
10,Left Elbow,1407.7307510375977,526.4428174495697,0.9743068218231201
10,Right Elbow,1197.6870346069336,522.26806640625,0.9866458177566528
10,Left Wrist,1437.572250366211,620.6226325035095,0.9755721688270569
10,Right Wrist,1220.8393478393555,613.2794094085693,0.9609363675117493
10,Left Hip,1352.1537780761719,626.2154245376587,0.9999753832817078
10,Right Hip,1249.921989440918,636.5055155754089,0.9999401569366455
10,Left Knee,1403.5533142089844,740.7000660896301,0.9565853476524353
10,Right Knee,1240.5591201782227,794.5351552963257,0.9628778696060181
10,Left Ankle,1371.2600326538086,731.3231706619263,0.5765613913536072
10,Right Ankle,1269.8976516723633,713.6129951477051,0.4446867108345032
11,Nose,1282.7109146118164,337.206426858902,0.9999746084213257
11,Left Eye,1291.087646484375,326.12062096595764,0.9999358654022217
11,Right Eye,1297.1564483642578,326.58549070358276,0.9999310970306396
11,Left Ear,1302.8597259521484,327.137553691864,0.9999275207519531
11,Right Ear,1274.1131973266602,326.96638584136963,0.9999147057533264
11,Left Shoulder,1362.9073333740234,434.02608275413513,0.9999794363975525
11,Right Shoulder,1209.4879531860352,428.05760979652405,0.9999050498008728
11,Left Elbow,1403.5626983642578,546.6104650497437,0.9741563200950623
11,Right Elbow,1192.3163223266602,531.2482953071594,0.9855993986129761
11,Left Wrist,1437.0433044433594,637.7219724655151,0.9749802350997925
11,Right Wrist,1211.5787887573242,629.850504398346,0.9594242572784424
11,Left Hip,1344.8128509521484,640.0972723960876,0.9999775290489197
11,Right Hip,1244.2869186401367,652.7351117134094,0.9999449253082275
11,Left Knee,1409.2460632324219,735.5695366859436,0.9584349989891052
